,index,Timestamp,ADF,Brand,FV Full Plato,Plato,Fermentation ID
181,70991,2017-09-26 06:40:00+00:00,0.111936688,Alistair,10.810039999999999,9.6,Fermentor 32201792554966
182,71044,2017-09-26 15:30:00+00:00,0.25069657,Alistair,10.810039999999999,8.1,Fermentor 32201792554966
183,71065,2017-09-26 19:00:00+00:00,0.333952546,Alistair,10.810039999999999,7.2,Fermentor 32201792554966
184,71128,2017-09-27 05:30:00+00:00,0.5929709670000001,Alistair,10.810039999999999,4.4,Fermentor 32201792554966
185,71213,2017-09-27 19:40:00+00:00,0.7687335,Alistair,10.810039999999999,2.5,Fermentor 32201792554966
186,72543,2017-10-07 01:20:00+00:00,0.0,Kennedy,16.49203,0.0,Fermentor 32201710665762
187,72590,2017-10-07 09:10:00+00:00,0.114723831,Kennedy,16.49203,14.6,Fermentor 32201710665762
188,72656,2017-10-07 20:10:00+00:00,0.290566385,Kennedy,16.49203,11.7,Fermentor 32201710665762
189,72737,2017-10-08 09:40:00+00:00,0.5573619000000001,Kennedy,16.49203,7.3,Fermentor 32201710665762
190,74699,2017-10-22 00:40:00+00:00,0.0,Realtime Hops,13.50653,0.0,Fermentor 322017102163068
191,74756,2017-10-22 10:10:00+00:00,0.104136996,Realtime Hops,13.50653,12.1,Fermentor 322017102163068
192,74815,2017-10-22 20:00:00+00:00,0.23000209,Realtime Hops,13.50653,10.4,Fermentor 322017102163068
193,74915,2017-10-23 12:40:00+00:00,0.58538574,Realtime Hops,13.50653,5.6,Fermentor 322017102163068
194,74959,2017-10-23 20:00:00+00:00,0.674231648,Realtime Hops,13.50653,4.4,Fermentor 322017102163068
195,76146,2017-11-01 01:50:00+00:00,0.0,Kerberos,14.73,0.0,Fermentor 322017103167566
196,76181,2017-11-01 07:40:00+00:00,0.05642511,Kerberos,14.73121,13.9,Fermentor 322017103167566
197,76197,2017-11-01 10:20:00+00:00,0.08357832,Kerberos,14.73121,13.5,Fermentor 322017103167566
198,76249,2017-11-01 19:00:00+00:00,0.198979557,Kerberos,14.73121,11.8,Fermentor 322017103167566
199,76335,2017-11-02 09:20:00+00:00,0.41620543600000004,Kerberos,14.73121,8.6,Fermentor 322017103167566
200,76393,2017-11-02 19:00:00+00:00,0.5519715999999999,Kerberos,14.73121,6.6,Fermentor 322017103167566
201,76470,2017-11-03 07:50:00+00:00,0.6198547,Kerberos,14.73121,5.6,Fermentor 322017103167566
202,83253,2017-12-20 10:20:00+00:00,0.0,Alistair,10.810039999999999,0.0,Fermentor 32201712208161
203,83303,2017-12-20 18:40:00+00:00,0.111936688,Alistair,10.810039999999999,9.6,Fermentor 32201712208161
204,83356,2017-12-21 03:30:00+00:00,0.25069657,Alistair,10.810039999999999,8.1,Fermentor 32201712208161
205,83377,2017-12-21 07:00:00+00:00,0.333952546,Alistair,10.810039999999999,7.2,Fermentor 32201712208161
206,83440,2017-12-21 17:30:00+00:00,0.5929709670000001,Alistair,10.810039999999999,4.4,Fermentor 32201712208161
207,83525,2017-12-22 07:40:00+00:00,0.7687335,Alistair,10.810039999999999,2.5,Fermentor 32201712208161
208,84855,2017-12-31 13:20:00+00:00,0.0,Kennedy,16.4920349,0.0,Fermentor 322017123118963
209,84902,2017-12-31 21:10:00+00:00,0.11472413699999999,Kennedy,16.4920349,14.6,Fermentor 322017123118963
210,84968,2018-01-01 08:10:00+00:00,0.290566623,Kennedy,16.4920349,11.7,Fermentor 322017123118963
211,85049,2018-01-01 21:40:00+00:00,0.5573621,Kennedy,16.4920349,7.3,Fermentor 322017123118963
212,86552,2017-03-18 08:00:00+00:00,0.0,Kerberos,14.6819,0.0,Fermentor 3320173183371
213,86579,2017-03-18 12:30:00+00:00,0.0328227431,Kerberos,14.6819,14.2,Fermentor 3320173183371
214,86612,2017-03-18 18:00:00+00:00,0.134989351,Kerberos,14.6819,12.7,Fermentor 3320173183371
215,86653,2017-03-19 00:50:00+00:00,0.20991149999999997,Kerberos,14.6819,11.6,Fermentor 3320173183371
216,86726,2017-03-19 13:00:00+00:00,0.4142447,Kerberos,14.6819,8.6,Fermentor 3320173183371
217,86798,2017-03-20 01:00:00+00:00,0.59814465,Kerberos,14.6819,5.9,Fermentor 3320173183371
218,86878,2017-03-20 14:20:00+00:00,0.65944463,Kerberos,14.6819,5.0,Fermentor 3320173183371
219,88873,2017-04-03 10:50:00+00:00,0.0,Kerberos,14.6819,0.0,Fermentor 3320173183371
220,88900,2017-04-03 15:20:00+00:00,0.0328227431,Kerberos,14.6819,14.2,Fermentor 3320173183371
221,88933,2017-04-03 20:50:00+00:00,0.134989351,Kerberos,14.6819,12.7,Fermentor 3320173183371
222,88974,2017-04-04 03:40:00+00:00,0.20991149999999997,Kerberos,14.6819,11.6,Fermentor 3320173183371
223,89047,2017-04-04 15:50:00+00:00,0.4142447,Kerberos,14.6819,8.6,Fermentor 3320173183371
224,89119,2017-04-05 03:50:00+00:00,0.59814465,Kerberos,14.6819,5.9,Fermentor 3320173183371
225,89199,2017-04-05 17:10:00+00:00,0.65944463,Kerberos,14.6819,5.0,Fermentor 3320173183371
226,90400,2017-04-14 01:20:00+00:00,0.0,Kerberos,14.6819,0.0,Fermentor 3320173183371
227,90427,2017-04-14 05:50:00+00:00,0.0328227431,Kerberos,14.6819,14.2,Fermentor 3320173183371
